time	umirror	cfmb2	cmfb1	innegative	inpositive	out1neg	out1pos	vbias	vdd	vom	vop	n001	n002	n003	n004	n005	n006	n007	n008	n009	ig7	ig9
2.193927584192773e-006	1.235885e+000	8.779838e-001	5.195845e-001	4.910891e-001	1.291089e+000	5.194350e-001	1.637074e+000	9.000000e-001	1.800000e+000	1.341856e-001	1.635114e+000	1.648160e+000	1.290580e+000	5.230390e-001	1.565256e+000	3.741935e-001	8.849359e-001	1.157198e+000	6.300000e-001	7.198704e-001	-1.142986e-010	1.441880e-007
2.194220713759665e-006	1.235899e+000	8.777567e-001	5.192444e-001	4.910891e-001	1.291089e+000	5.194722e-001	1.639850e+000	9.000000e-001	1.800000e+000	1.339666e-001	1.635261e+000	1.650883e+000	1.290913e+000	5.230357e-001	1.568045e+000	3.745147e-001	8.849003e-001	1.157200e+000	6.300000e-001	7.198188e-001	-8.548741e-011	1.441910e-007
2.194806972893450e-006	1.235928e+000	8.773069e-001	5.185716e-001	4.910891e-001	1.291089e+000	5.195480e-001	1.645404e+000	9.000000e-001	1.800000e+000	1.335328e-001	1.635551e+000	1.656334e+000	1.291573e+000	5.230326e-001	1.573623e+000	3.751505e-001	8.848286e-001	1.157206e+000	6.300000e-001	7.197167e-001	-2.395392e-011	1.442103e-007
2.195979491161019e-006	1.235984e+000	8.764193e-001	5.172441e-001	4.910891e-001	1.291089e+000	5.197018e-001	1.656513e+000	9.000000e-001	1.800000e+000	1.326765e-001	1.636115e+000	1.667245e+000	1.292879e+000	5.230350e-001	1.584783e+000	3.764062e-001	8.846835e-001	1.157224e+000	6.300000e-001	7.195163e-001	5.687663e-011	1.441882e-007
2.198324527696157e-006	1.236087e+000	8.746715e-001	5.146320e-001	4.910891e-001	1.291089e+000	5.200163e-001	1.678741e+000	9.000000e-001	1.800000e+000	1.309873e-001	1.637211e+000	1.689090e+000	1.295456e+000	5.230588e-001	1.607109e+000	3.788794e-001	8.843889e-001	1.157272e+000	6.300000e-001	7.191252e-001	1.945998e-010	1.441550e-007
2.198910786829942e-006	1.236111e+000	8.742413e-001	5.139904e-001	4.910891e-001	1.291089e+000	5.200968e-001	1.684301e+000	9.000000e-001	1.800000e+000	1.305705e-001	1.637477e+000	1.694559e+000	1.296091e+000	5.230693e-001	1.612692e+000	3.794875e-001	8.843141e-001	1.157288e+000	6.300000e-001	7.190307e-001	2.403197e-010	1.441824e-007
2.199057351613388e-006	1.236117e+000	8.741349e-001	5.138316e-001	4.910891e-001	1.291089e+000	5.201170e-001	1.685692e+000	9.000000e-001	1.800000e+000	1.304671e-001	1.637542e+000	1.695926e+000	1.296249e+000	5.230726e-001	1.614088e+000	3.796380e-001	8.842952e-001	1.157293e+000	6.300000e-001	7.190077e-001	2.361505e-010	1.441624e-007
2.199350481180280e-006	1.236128e+000	8.739229e-001	5.135142e-001	4.910891e-001	1.291089e+000	5.201567e-001	1.688471e+000	9.000000e-001	1.800000e+000	1.302612e-001	1.637672e+000	1.698661e+000	1.296563e+000	5.230797e-001	1.616880e+000	3.799391e-001	8.842573e-001	1.157301e+000	6.300000e-001	7.189613e-001	2.260497e-010	1.441030e-007
2.199936740314065e-006	1.236152e+000	8.735008e-001	5.128820e-001	4.910891e-001	1.291089e+000	5.202368e-001	1.694030e+000	9.000000e-001	1.800000e+000	1.298507e-001	1.637930e+000	1.704132e+000	1.297190e+000	5.230948e-001	1.622464e+000	3.805397e-001	8.841811e-001	1.157317e+000	6.300000e-001	7.188677e-001	2.904204e-010	1.441076e-007
2.200083305097511e-006	1.236158e+000	8.733958e-001	5.127248e-001	4.910891e-001	1.291089e+000	5.202570e-001	1.695420e+000	9.000000e-001	1.800000e+000	1.297484e-001	1.637993e+000	1.705500e+000	1.297347e+000	5.230988e-001	1.623860e+000	3.806891e-001	8.841620e-001	1.157321e+000	6.300000e-001	7.188444e-001	2.959192e-010	1.440987e-007
2.200376434664403e-006	1.236169e+000	8.731870e-001	5.124117e-001	4.910891e-001	1.291089e+000	5.202974e-001	1.698200e+000	9.000000e-001	1.800000e+000	1.295448e-001	1.638120e+000	1.708236e+000	1.297658e+000	5.231075e-001	1.626653e+000	3.809868e-001	8.841236e-001	1.157331e+000	6.300000e-001	7.187982e-001	2.917668e-010	1.440608e-007
2.200962693798188e-006	1.236165e+000	8.727721e-001	5.117258e-001	4.910891e-001	1.291089e+000	5.203397e-001	1.703673e+000	9.000000e-001	1.800000e+000	1.291383e-001	1.638368e+000	1.713609e+000	1.298303e+000	5.231214e-001	1.632230e+000	3.816322e-001	8.840447e-001	1.157356e+000	6.300000e-001	7.187642e-001	-4.926464e-010	1.418786e-007
2.202135212065757e-006	1.235990e+000	8.719518e-001	5.098805e-001	4.910891e-001	1.291089e+000	5.202011e-001	1.713898e+000	9.000000e-001	1.800000e+000	1.283175e-001	1.638834e+000	1.723547e+000	1.299853e+000	5.231063e-001	1.643275e+000	3.833595e-001	8.838696e-001	1.157474e+000	6.300000e-001	7.191008e-001	-3.569167e-009	1.297714e-007
2.203856792371120e-006	1.235453e+000	8.707827e-001	5.060059e-001	4.910891e-001	1.291089e+000	5.196484e-001	1.727004e+000	9.000000e-001	1.800000e+000	1.270829e-001	1.639451e+000	1.736065e+000	1.302929e+000	5.229542e-001	1.659050e+000	3.870505e-001	8.835679e-001	1.157814e+000	6.300000e-001	7.203586e-001	-6.077994e-009	1.071713e-007
2.205529121514152e-006	1.234844e+000	8.697824e-001	5.007657e-001	4.910891e-001	1.291089e+000	5.189623e-001	1.737133e+000	9.000000e-001	1.800000e+000	1.258538e-001	1.639979e+000	1.745504e+000	1.306732e+000	5.226322e-001	1.673282e+000	3.923089e-001	8.832281e-001	1.158195e+000	6.300000e-001	7.219054e-001	-6.291873e-009	8.853922e-008
2.208873779800217e-006	1.233844e+000	8.682415e-001	4.873716e-001	4.910891e-001	1.291089e+000	5.174860e-001	1.752247e+000	9.000000e-001	1.800000e+000	1.234024e-001	1.640900e+000	1.759198e+000	1.314111e+000	5.216498e-001	1.698406e+000	4.050244e-001	8.824896e-001	1.158635e+000	6.300000e-001	7.247070e-001	-6.594795e-009	6.205995e-008
2.212122999163788e-006	1.233206e+000	8.671992e-001	4.719711e-001	4.910891e-001	1.291089e+000	5.158886e-001	1.762997e+000	9.000000e-001	1.800000e+000	1.211628e-001	1.641653e+000	1.768707e+000	1.318598e+000	5.203921e-001	1.718902e+000	4.147910e-001	8.817634e-001	1.158521e+000	6.300000e-001	7.268717e-001	-7.153950e-009	4.477844e-008
2.215456181780835e-006	1.232827e+000	8.664971e-001	4.540113e-001	4.910891e-001	1.291089e+000	5.142655e-001	1.770560e+000	9.000000e-001	1.800000e+000	1.192159e-001	1.642280e+000	1.775229e+000	1.320323e+000	5.188596e-001	1.735232e+000	4.187411e-001	8.811041e-001	1.158031e+000	6.300000e-001	7.285242e-001	-6.591630e-009	3.333048e-008
2.220943323037600e-006	1.232482e+000	8.657719e-001	4.216489e-001	4.910891e-001	1.291089e+000	5.121129e-001	1.778443e+000	9.000000e-001	1.800000e+000	1.168954e-001	1.643149e+000	1.781880e+000	1.321146e+000	5.163652e-001	1.753878e+000	4.191593e-001	8.803632e-001	1.157151e+000	6.300000e-001	7.303796e-001	-5.046209e-009	2.162393e-008
2.231355163234581e-006	1.232111e+000	8.649344e-001	3.568467e-001	4.910891e-001	1.291089e+000	5.088552e-001	1.787875e+000	9.000000e-001	1.800000e+000	1.138445e-001	1.644605e+000	1.789697e+000	1.321930e+000	5.120926e-001	1.777771e+000	4.189521e-001	8.795344e-001	1.155593e+000	6.300000e-001	7.328502e-001	-3.891507e-009	7.952210e-009
2.232695123478196e-006	1.232083e+000	8.648708e-001	3.481980e-001	4.910891e-001	1.291089e+000	5.084723e-001	1.788637e+000	9.000000e-001	1.800000e+000	1.135815e-001	1.644759e+000	1.790322e+000	1.321990e+000	5.115997e-001	1.779785e+000	4.189318e-001	8.794756e-001	1.155388e+000	6.300000e-001	7.331069e-001	-3.832989e-009	6.931066e-009
2.235375043965427e-006	1.232051e+000	8.647996e-001	3.304256e-001	4.910891e-001	1.291089e+000	5.077159e-001	1.789551e+000	9.000000e-001	1.800000e+000	1.132474e-001	1.644994e+000	1.791065e+000	1.322067e+000	5.106910e-001	1.782286e+000	4.188572e-001	8.794184e-001	1.154948e+000	6.300000e-001	7.335651e-001	-3.797356e-009	5.786902e-009
2.240734884939887e-006	1.232005e+000	8.646976e-001	2.944599e-001	4.910891e-001	1.291089e+000	5.061983e-001	1.790864e+000	9.000000e-001	1.800000e+000	1.127677e-001	1.645367e+000	1.792131e+000	1.322190e+000	5.089394e-001	1.785887e+000	4.188106e-001	8.793498e-001	1.154034e+000	6.300000e-001	7.344377e-001	-3.755587e-009	3.950818e-009
2.251454566888808e-006	1.231963e+000	8.646174e-001	2.248912e-001	4.910891e-001	1.291089e+000	5.039923e-001	1.792548e+000	9.000000e-001	1.800000e+000	1.122011e-001	1.645976e+000	1.793493e+000	1.322370e+000	5.060608e-001	1.790121e+000	4.189134e-001	8.793435e-001	1.152648e+000	6.300000e-001	7.356315e-001	-2.248685e-009	2.220606e-009
2.265650531771602e-006	1.231954e+000	8.646833e-001	1.479078e-001	4.910891e-001	1.291089e+000	5.042740e-001	1.794123e+000	9.000000e-001	1.800000e+000	1.117993e-001	1.646753e+000	1.794761e+000	1.322539e+000	5.046846e-001	1.793003e+000	4.194423e-001	8.794986e-001	1.152763e+000	6.300000e-001	7.354105e-001	1.549678e-009	1.590834e-009
2.282633199078186e-006	1.231952e+000	8.647957e-001	8.832759e-002	4.910891e-001	1.291089e+000	5.095955e-001	1.795563e+000	9.000000e-001	1.800000e+000	1.115388e-001	1.647438e+000	1.795916e+000	1.322662e+000	5.076733e-001	1.794864e+000	4.204196e-001	8.796782e-001	1.155963e+000	6.300000e-001	7.323567e-001	5.339574e-009	1.184466e-009
2.302471531871317e-006	1.231943e+000	8.647528e-001	5.303650e-002	4.910891e-001	1.291089e+000	5.198230e-001	1.796806e+000	9.000000e-001	1.800000e+000	1.113830e-001	1.647628e+000	1.796913e+000	1.322727e+000	5.157316e-001	1.796402e+000	4.216159e-001	8.796629e-001	1.162056e+000	6.300000e-001	7.263693e-001	7.933449e-009	6.666452e-010
2.307431115069599e-006	1.231941e+000	8.646781e-001	4.982023e-002	4.910891e-001	1.291089e+000	5.228604e-001	1.797009e+000	9.000000e-001	1.800000e+000	1.113841e-001	1.647488e+000	1.797076e+000	1.322729e+000	5.184343e-001	1.796683e+000	4.218860e-001	8.795861e-001	1.163808e+000	6.300000e-001	7.245002e-001	8.213415e-009	5.237178e-010
2.317350281466164e-006	1.231936e+000	8.644148e-001	4.997252e-002	4.910891e-001	1.291089e+000	5.293733e-001	1.797251e+000	9.000000e-001	1.800000e+000	1.114626e-001	1.646877e+000	1.797269e+000	1.322714e+000	5.245745e-001	1.797055e+000	4.225043e-001	8.793084e-001	1.167409e+000	6.300000e-001	7.202522e-001	8.379622e-009	2.836478e-010
2.337188614259294e-006	1.231931e+000	8.637658e-001	5.494706e-002	4.910891e-001	1.291089e+000	5.426211e-001	1.797600e+000	9.000000e-001	1.800000e+000	1.117033e-001	1.645312e+000	1.797549e+000	1.322672e+000	5.372924e-001	1.797600e+000	4.241373e-001	8.786263e-001	1.174502e+000	6.300000e-001	7.112607e-001	8.764167e-009	3.628761e-011
2.339832208353644e-006	1.231930e+000	8.636640e-001	5.612713e-002	4.910891e-001	1.291089e+000	5.444106e-001	1.797633e+000	9.000000e-001	1.800000e+000	1.117456e-001	1.645061e+000	1.797575e+000	1.322665e+000	5.390314e-001	1.797652e+000	4.244335e-001	8.785200e-001	1.175430e+000	6.300000e-001	7.100002e-001	8.800225e-009	1.542807e-011
2.345119396542342e-006	1.231930e+000	8.634386e-001	5.916424e-002	4.910891e-001	1.291089e+000	5.480196e-001	1.797683e+000	9.000000e-001	1.800000e+000	1.118445e-001	1.644500e+000	1.797615e+000	1.322650e+000	5.425625e-001	1.797727e+000	4.251531e-001	8.782853e-001	1.177256e+000	6.300000e-001	7.073877e-001	8.852401e-009	-1.131577e-011
2.346441193589517e-006	1.231930e+000	8.633802e-001	5.997012e-002	4.910891e-001	1.291089e+000	5.489234e-001	1.797694e+000	9.000000e-001	1.800000e+000	1.118704e-001	1.644355e+000	1.797624e+000	1.322646e+000	5.434476e-001	1.797744e+000	4.253446e-001	8.782245e-001	1.177709e+000	6.300000e-001	7.067263e-001	8.864697e-009	-1.768496e-011
2.349084787683867e-006	1.231929e+000	8.632599e-001	6.166027e-002	4.910891e-001	1.291089e+000	5.507333e-001	1.797716e+000	9.000000e-001	1.800000e+000	1.119242e-001	1.644054e+000	1.797642e+000	1.322638e+000	5.452219e-001	1.797777e+000	4.257472e-001	8.780996e-001	1.178608e+000	6.300000e-001	7.053897e-001	8.889275e-009	-2.905706e-011
2.349745686207454e-006	1.231929e+000	8.632293e-001	6.209379e-002	4.910891e-001	1.291089e+000	5.511862e-001	1.797722e+000	9.000000e-001	1.800000e+000	1.119380e-001	1.643978e+000	1.797646e+000	1.322636e+000	5.456660e-001	1.797785e+000	4.258506e-001	8.780679e-001	1.178832e+000	6.300000e-001	7.050536e-001	8.895464e-009	-3.175142e-011
2.351067483254628e-006	1.231929e+000	8.631670e-001	6.298789e-002	4.910891e-001	1.291089e+000	5.520929e-001	1.797732e+000	9.000000e-001	1.800000e+000	1.119661e-001	1.643822e+000	1.797655e+000	1.322633e+000	5.465555e-001	1.797800e+000	4.260640e-001	8.780032e-001	1.179277e+000	6.300000e-001	7.043763e-001	8.907744e-009	-3.685534e-011
2.353711077348978e-006	1.231929e+000	8.630406e-001	6.481492e-002	4.910891e-001	1.291089e+000	5.539078e-001	1.797753e+000	9.000000e-001	1.800000e+000	1.120233e-001	1.643506e+000	1.797671e+000	1.322625e+000	5.483361e-001	1.797830e+000	4.265006e-001	8.778722e-001	1.180164e+000	6.300000e-001	7.030145e-001	8.932249e-009	-4.662882e-011
2.354371975872565e-006	1.231929e+000	8.630084e-001	6.528309e-002	4.910891e-001	1.291089e+000	5.543619e-001	1.797758e+000	9.000000e-001	1.800000e+000	1.120379e-001	1.643425e+000	1.797675e+000	1.322623e+000	5.487819e-001	1.797838e+000	4.266126e-001	8.778390e-001	1.180385e+000	6.300000e-001	7.026720e-001	8.938657e-009	-4.872974e-011
2.355693772919740e-006	1.231929e+000	8.629431e-001	6.624570e-002	4.910891e-001	1.291089e+000	5.552712e-001	1.797768e+000	9.000000e-001	1.800000e+000	1.120678e-001	1.643261e+000	1.797683e+000	1.322619e+000	5.496745e-001	1.797852e+000	4.268431e-001	8.777713e-001	1.180825e+000	6.300000e-001	7.019821e-001	8.952040e-009	-5.239844e-011
2.363624555202788e-006	1.231928e+000	8.625277e-001	7.253047e-002	4.910891e-001	1.291089e+000	5.607498e-001	1.797827e+000	9.000000e-001	1.800000e+000	1.122589e-001	1.642219e+000	1.797730e+000	1.322596e+000	5.550531e-001	1.797931e+000	4.283526e-001	8.773420e-001	1.183422e+000	6.300000e-001	6.977451e-001	9.035693e-009	-7.163770e-011
2.374198931580185e-006	1.231928e+000	8.619108e-001	8.243718e-002	4.910891e-001	1.291089e+000	5.681457e-001	1.797908e+000	9.000000e-001	1.800000e+000	1.125459e-001	1.640667e+000	1.797795e+000	1.322565e+000	5.623027e-001	1.798033e+000	4.307468e-001	8.767065e-001	1.186792e+000	6.300000e-001	6.918133e-001	9.183615e-009	-8.588941e-011
2.395347684334980e-006	1.231930e+000	8.604484e-001	1.095516e-001	4.910891e-001	1.291089e+000	5.836158e-001	1.798141e+000	9.000000e-001	1.800000e+000	1.132294e-001	1.636985e+000	1.797982e+000	1.322504e+000	5.773219e-001	1.798288e+000	4.373863e-001	8.752059e-001	1.193405e+000	6.300000e-001	6.787207e-001	9.797001e-009	-6.790321e-011
2.428337832002524e-006	1.231937e+000	8.575180e-001	1.773021e-001	4.910891e-001	1.291089e+000	6.105729e-001	1.798832e+000	9.000000e-001	1.800000e+000	1.145897e-001	1.629615e+000	1.798533e+000	1.322395e+000	6.028780e-001	1.798968e+000	4.542518e-001	8.722142e-001	1.203898e+000	6.300000e-001	6.542801e-001	1.201458e-008	9.455119e-011
2.455036299141929e-006	1.231943e+000	8.540934e-001	2.748085e-001	4.910891e-001	1.291089e+000	6.369458e-001	1.799802e+000	9.000000e-001	1.800000e+000	1.161626e-001	1.621018e+000	1.799305e+000	1.322272e+000	6.272782e-001	1.799962e+000	4.788250e-001	8.687346e-001	1.212860e+000	6.300000e-001	6.282709e-001	1.477901e-008	1.477223e-010
2.484396522362208e-006	1.231944e+000	8.490329e-001	4.323927e-001	4.910891e-001	1.291089e+000	6.708671e-001	1.801173e+000	9.000000e-001	1.800000e+000	1.184822e-001	1.608317e+000	1.800395e+000	1.322096e+000	6.584621e-001	1.801488e+000	5.187178e-001	8.636038e-001	1.223081e+000	6.300000e-001	5.926819e-001	1.792093e-008	-8.391399e-011
2.487108855926865e-006	1.231944e+000	8.484620e-001	4.505731e-001	4.910891e-001	1.291089e+000	6.743016e-001	1.801305e+000	9.000000e-001	1.800000e+000	1.187465e-001	1.606881e+000	1.800500e+000	1.322077e+000	6.616398e-001	1.801645e+000	5.233250e-001	8.630252e-001	1.224013e+000	6.300000e-001	5.889060e-001	1.828567e-008	-6.977172e-011
2.487786939318029e-006	1.231944e+000	8.483039e-001	4.556245e-001	4.910891e-001	1.291089e+000	6.751991e-001	1.801338e+000	9.000000e-001	1.800000e+000	1.188203e-001	1.606483e+000	1.800526e+000	1.322072e+000	6.624738e-001	1.801685e+000	5.246052e-001	8.628649e-001	1.224240e+000	6.300000e-001	5.878909e-001	1.837553e-008	-6.916697e-011
2.489143106100357e-006	1.231942e+000	8.479816e-001	4.658467e-001	4.910891e-001	1.291089e+000	6.769765e-001	1.801392e+000	9.000000e-001	1.800000e+000	1.189697e-001	1.605673e+000	1.800569e+000	1.322062e+000	6.641468e-001	1.801763e+000	5.230475e-001	8.625290e-001	1.224684e+000	6.300000e-001	5.858687e-001	1.825264e-008	-2.146400e-010
2.491855439665014e-006	1.231929e+000	8.473250e-001	4.864493e-001	4.910891e-001	1.291089e+000	6.804146e-001	1.801440e+000	9.000000e-001	1.800000e+000	1.192703e-001	1.604025e+000	1.800608e+000	1.322040e+000	6.674926e-001	1.801907e+000	5.006654e-001	8.618014e-001	1.225545e+000	6.300000e-001	5.819411e-001	1.651373e-008	-1.275220e-009
2.492420016482627e-006	1.231919e+000	8.471813e-001	4.907045e-001	4.910891e-001	1.291089e+000	6.810310e-001	1.801404e+000	9.000000e-001	1.800000e+000	1.193315e-001	1.603676e+000	1.800581e+000	1.322034e+000	6.681792e-001	1.801928e+000	4.817670e-001	8.616145e-001	1.225708e+000	6.300000e-001	5.812333e-001	1.516615e-008	-1.966378e-009
2.493549170117853e-006	1.231892e+000	8.466957e-001	4.991315e-001	4.910891e-001	1.291089e+000	6.820326e-001	1.801250e+000	9.000000e-001	1.800000e+000	1.194740e-001	1.602977e+000	1.800460e+000	1.321741e+000	6.695167e-001	1.801965e+000	4.249532e-001	8.612071e-001	1.225988e+000	6.300000e-001	5.800965e-001	1.242745e-008	-3.110635e-009
2.494822278795385e-006	1.231874e+000	8.457163e-001	5.086481e-001	4.910891e-001	1.291089e+000	6.830461e-001	1.801070e+000	9.000000e-001	1.800000e+000	1.196946e-001	1.602203e+000	1.800317e+000	1.320779e+000	6.709942e-001	1.802041e+000	3.790337e-001	8.608271e-001	1.226268e+000	6.300000e-001	5.789708e-001	1.099063e-008	-3.949129e-009
2.495001754078316e-006	1.231871e+000	8.455081e-001	5.099879e-001	4.910891e-001	1.291089e+000	6.831670e-001	1.801037e+000	9.000000e-001	1.800000e+000	1.197422e-001	1.602101e+000	1.800292e+000	1.320555e+000	6.712024e-001	1.802065e+000	3.769383e-001	8.607951e-001	1.226300e+000	6.300000e-001	5.788230e-001	9.312734e-009	-5.506144e-009
2.495046622899049e-006	1.231869e+000	8.454466e-001	5.103210e-001	4.910891e-001	1.291089e+000	6.831924e-001	1.801026e+000	9.000000e-001	1.800000e+000	1.197575e-001	1.602077e+000	1.800284e+000	1.320488e+000	6.712549e-001	1.802073e+000	3.769526e-001	8.607908e-001	1.226308e+000	6.300000e-001	5.787885e-001	8.765751e-009	-5.971074e-009
2.495136360540515e-006	1.231866e+000	8.453235e-001	5.109854e-001	4.910891e-001	1.291089e+000	6.832411e-001	1.801005e+000	9.000000e-001	1.800000e+000	1.197901e-001	1.602031e+000	1.800267e+000	1.320341e+000	6.713610e-001	1.802092e+000	3.765894e-001	8.607831e-001	1.226323e+000	6.300000e-001	5.787265e-001	8.391257e-009	-6.154405e-009
2.495315835823447e-006	1.231862e+000	8.450709e-001	5.123150e-001	4.910891e-001	1.291089e+000	6.833366e-001	1.800965e+000	9.000000e-001	1.800000e+000	1.198618e-001	1.601943e+000	1.800236e+000	1.319942e+000	6.715751e-001	1.802134e+000	3.753032e-001	8.607721e-001	1.226354e+000	6.300000e-001	5.786176e-001	8.182029e-009	-6.100580e-009
2.495674786389310e-006	1.231857e+000	8.445458e-001	5.149773e-001	4.910891e-001	1.291089e+000	6.835248e-001	1.800893e+000	9.000000e-001	1.800000e+000	1.200188e-001	1.601778e+000	1.800178e+000	1.318851e+000	6.720075e-001	1.802227e+000	3.722032e-001	8.607606e-001	1.226412e+000	6.300000e-001	5.784171e-001	7.768818e-009	-6.224524e-009
2.495764524030776e-006	1.231856e+000	8.444089e-001	5.156432e-001	4.910891e-001	1.291089e+000	6.835707e-001	1.800876e+000	9.000000e-001	1.800000e+000	1.200613e-001	1.601739e+000	1.800164e+000	1.318495e+000	6.721165e-001	1.802253e+000	3.714114e-001	8.607605e-001	1.226426e+000	6.300000e-001	5.783678e-001	7.617436e-009	-6.332124e-009
2.495786958441142e-006	1.231856e+000	8.443736e-001	5.158096e-001	4.910891e-001	1.291089e+000	6.835820e-001	1.800872e+000	9.000000e-001	1.800000e+000	1.200724e-001	1.601730e+000	1.800161e+000	1.318391e+000	6.721439e-001	1.802259e+000	3.712153e-001	8.607609e-001	1.226429e+000	6.300000e-001	5.783555e-001	7.569241e-009	-6.372133e-009
2.495831827261875e-006	1.231856e+000	8.443027e-001	5.161424e-001	4.910891e-001	1.291089e+000	6.836042e-001	1.800863e+000	9.000000e-001	1.800000e+000	1.200949e-001	1.601711e+000	1.800154e+000	1.318177e+000	6.721987e-001	1.802273e+000	3.708247e-001	8.607619e-001	1.226436e+000	6.300000e-001	5.783309e-001	7.464973e-009	-6.459979e-009
2.495843044467058e-006	1.231856e+000	8.442848e-001	5.162256e-001	4.910891e-001	1.291089e+000	6.836098e-001	1.800861e+000	9.000000e-001	1.800000e+000	1.201006e-001	1.601707e+000	1.800153e+000	1.318122e+000	6.722124e-001	1.802276e+000	3.707274e-001	8.607622e-001	1.226437e+000	6.300000e-001	5.783247e-001	7.440425e-009	-6.480280e-009
2.495865478877425e-006	1.231856e+000	8.442490e-001	5.163919e-001	4.910891e-001	1.291089e+000	6.836208e-001	1.800857e+000	9.000000e-001	1.800000e+000	1.201120e-001	1.601698e+000	1.800149e+000	1.318009e+000	6.722398e-001	1.802283e+000	3.705332e-001	8.607630e-001	1.226440e+000	6.300000e-001	5.783125e-001	7.392601e-009	-6.519522e-009
2.495871087480016e-006	1.231856e+000	8.442400e-001	5.164335e-001	4.910891e-001	1.291089e+000	6.836236e-001	1.800856e+000	9.000000e-001	1.800000e+000	1.201149e-001	1.601695e+000	1.800148e+000	1.317980e+000	6.722468e-001	1.802285e+000	3.704847e-001	8.607631e-001	1.226441e+000	6.300000e-001	5.783095e-001	7.380758e-009	-6.529212e-009
2.495882304685199e-006	1.231856e+000	8.442220e-001	5.165167e-001	4.910891e-001	1.291089e+000	6.836290e-001	1.800854e+000	9.000000e-001	1.800000e+000	1.201207e-001	1.601691e+000	1.800147e+000	1.317922e+000	6.722605e-001	1.802289e+000	3.703879e-001	8.607635e-001	1.226443e+000	6.300000e-001	5.783034e-001	7.357305e-009	-6.548348e-009
2.495885108986495e-006	1.231855e+000	8.442175e-001	5.165375e-001	4.910891e-001	1.291089e+000	6.836303e-001	1.800853e+000	9.000000e-001	1.800000e+000	1.201221e-001	1.601690e+000	1.800146e+000	1.317908e+000	6.722639e-001	1.802289e+000	3.703637e-001	8.607636e-001	1.226443e+000	6.300000e-001	5.783018e-001	7.351617e-009	-6.552940e-009
2.495885810061819e-006	1.231855e+000	8.442164e-001	5.165427e-001	4.910891e-001	1.291089e+000	6.836307e-001	1.800853e+000	9.000000e-001	1.800000e+000	1.201225e-001	1.601690e+000	1.800146e+000	1.317904e+000	6.722648e-001	1.802290e+000	3.703576e-001	8.607636e-001	1.226443e+000	6.300000e-001	5.783015e-001	7.350159e-009	-6.554130e-009
2.495887212212467e-006	1.231855e+000	8.442141e-001	5.165530e-001	4.910891e-001	1.291089e+000	6.836314e-001	1.800853e+000	9.000000e-001	1.800000e+000	1.201232e-001	1.601689e+000	1.800146e+000	1.317897e+000	6.722665e-001	1.802290e+000	3.703455e-001	8.607637e-001	1.226444e+000	6.300000e-001	5.783007e-001	7.347132e-009	-6.556630e-009
2.495887562750129e-006	1.231855e+000	8.442135e-001	5.165557e-001	4.910891e-001	1.291089e+000	6.836316e-001	1.800853e+000	9.000000e-001	1.800000e+000	1.201234e-001	1.601689e+000	1.800146e+000	1.317895e+000	6.722669e-001	1.802290e+000	3.703425e-001	8.607637e-001	1.226444e+000	6.300000e-001	5.783005e-001	7.346403e-009	-6.557224e-009
2.495888263825453e-006	1.231855e+000	8.442125e-001	5.165609e-001	4.910891e-001	1.291089e+000	6.836319e-001	1.800852e+000	9.000000e-001	1.800000e+000	1.201237e-001	1.601689e+000	1.800146e+000	1.317891e+000	6.722678e-001	1.802290e+000	3.703365e-001	8.607637e-001	1.226444e+000	6.300000e-001	5.783001e-001	7.344946e-009	-6.558412e-009
2.495888439094284e-006	1.231855e+000	8.442122e-001	5.165622e-001	4.910891e-001	1.291089e+000	6.836320e-001	1.800852e+000	9.000000e-001	1.800000e+000	1.201238e-001	1.601689e+000	1.800146e+000	1.317891e+000	6.722680e-001	1.802290e+000	3.703350e-001	8.607637e-001	1.226444e+000	6.300000e-001	5.783001e-001	7.344582e-009	-6.558708e-009
2.495888789631946e-006	1.231855e+000	8.442116e-001	5.165647e-001	4.910891e-001	1.291089e+000	6.836322e-001	1.800852e+000	9.000000e-001	1.800000e+000	1.201240e-001	1.601688e+000	1.800146e+000	1.317889e+000	6.722685e-001	1.802291e+000	3.703319e-001	8.607637e-001	1.226444e+000	6.300000e-001	5.782999e-001	7.343854e-009	-6.559301e-009
2.495888877266361e-006	1.231855e+000	8.442115e-001	5.165654e-001	4.910891e-001	1.291089e+000	6.836322e-001	1.800852e+000	9.000000e-001	1.800000e+000	1.201241e-001	1.601688e+000	1.800146e+000	1.317888e+000	6.722685e-001	1.802291e+000	3.703312e-001	8.607637e-001	1.226444e+000	6.300000e-001	5.782998e-001	7.343677e-009	-6.559444e-009
2.495888899174965e-006	1.231855e+000	8.442114e-001	5.165656e-001	4.910891e-001	1.291089e+000	6.836322e-001	1.800852e+000	9.000000e-001	1.800000e+000	1.201241e-001	1.601688e+000	1.800146e+000	1.317888e+000	6.722686e-001	1.802291e+000	3.703310e-001	8.607637e-001	1.226444e+000	6.300000e-001	5.782998e-001	7.343631e-009	-6.559481e-009
2.495888942992173e-006	1.231855e+000	8.442113e-001	5.165659e-001	4.910891e-001	1.291089e+000	6.836323e-001	1.800852e+000	9.000000e-001	1.800000e+000	1.201241e-001	1.601688e+000	1.800146e+000	1.317888e+000	6.722686e-001	1.802291e+000	3.703306e-001	8.607637e-001	1.226444e+000	6.300000e-001	5.782998e-001	7.343538e-009	-6.559557e-009
