0.000000000000000e+000	1.932932e-008	-1.224606e-018
1.136433325724302e-005	-4.035253e-005	3.555073e-004
3.409299977172884e-005	-1.191757e-004	1.049748e-003
7.955033280070047e-005	-2.639059e-004	2.324958e-003
1.424694667144870e-004	-4.340938e-004	3.824584e-003
1.762022264595686e-004	-5.035989e-004	4.437043e-003
2.000330738671393e-004	-5.375341e-004	4.736068e-003
2.175994677287743e-004	-5.541589e-004	4.882574e-003
2.343161101369857e-004	-5.630354e-004	4.960826e-003
2.524979894458473e-004	-5.657245e-004	4.984533e-003
2.690674580643191e-004	-5.609362e-004	4.942378e-003
2.960192564827270e-004	-5.377132e-004	4.737798e-003
3.395327798726344e-004	-4.665665e-004	4.110837e-003
4.078673653481069e-004	-2.922802e-004	2.575124e-003
5.065746055126922e-004	2.265512e-005	-1.992780e-004
5.938277204189332e-004	3.037078e-004	-2.674473e-003
6.444997024551307e-004	4.404142e-004	-3.878175e-003
6.775964966251422e-004	5.062020e-004	-4.457504e-003
7.010461170495375e-004	5.389971e-004	-4.746350e-003
7.183568486846120e-004	5.550177e-004	-4.887389e-003
7.352280680587803e-004	5.633917e-004	-4.961108e-003
7.561911833690936e-004	5.651547e-004	-4.976714e-003
7.750802375900516e-004	5.575686e-004	-4.909968e-003
8.057734761792361e-004	5.254784e-004	-4.627363e-003
8.551041244751890e-004	4.327162e-004	-3.810498e-003
9.314465112977999e-004	2.211760e-004	-1.947670e-003
1.037312452068085e-003	-1.246763e-004	1.098562e-003
1.111305846921191e-003	-3.545397e-004	3.123724e-003
1.155510684952312e-003	-4.644333e-004	4.091986e-003
1.185251570011052e-003	-5.179453e-004	4.563357e-003
1.206642712291553e-003	-5.447358e-004	4.799505e-003
1.222554270105795e-003	-5.574983e-004	4.912113e-003
1.240304315928812e-003	-5.643238e-004	4.972303e-003
1.261392526486580e-003	-5.634050e-004	4.964241e-003
1.283544550638748e-003	-5.505849e-004	4.851316e-003
1.319465513050212e-003	-5.041217e-004	4.441912e-003
1.376739336371023e-003	-3.790125e-004	3.339452e-003
1.463218543319023e-003	-1.206820e-004	1.063438e-003
1.575559938548687e-003	2.469915e-004	-2.175017e-003
1.633421736952910e-003	4.137684e-004	-3.643543e-003
1.670056048428898e-003	4.931687e-004	-4.342575e-003
1.695591862671219e-003	5.324637e-004	-4.688624e-003
1.714288343049930e-003	5.519536e-004	-4.860329e-003
1.730255200972813e-003	5.621186e-004	-4.949833e-003
1.745284778712811e-003	5.660601e-004	-4.984499e-003
1.763247006237335e-003	5.635246e-004	-4.962146e-003
1.786560738658685e-003	5.481584e-004	-4.826790e-003
1.824331022583039e-003	4.960321e-004	-4.367866e-003
1.884355155028483e-003	3.589342e-004	-3.160823e-003
1.974097704594368e-003	8.514593e-005	-7.496273e-004
2.074270896170755e-003	-2.434363e-004	2.144845e-003
2.132655215846006e-003	-4.116062e-004	3.626625e-003
2.169540478256440e-003	-4.919120e-004	4.334337e-003
2.195221174590784e-003	-5.316508e-004	4.684490e-003
2.214012682172599e-003	-5.513886e-004	4.858389e-003
2.229912417603167e-003	-5.616113e-004	4.948379e-003
2.245149122071011e-003	-5.656808e-004	4.984124e-003
2.263196546686600e-003	-5.631887e-004	4.962207e-003
2.286478683778248e-003	-5.478895e-004	4.827483e-003
2.324198762434054e-003	-4.959698e-004	4.369934e-003
2.384148677435733e-003	-3.593161e-004	3.165744e-003
2.473804976110501e-003	-8.602488e-005	7.580818e-004
2.574084232542394e-003	2.429866e-004	-2.139689e-003
2.632544371740350e-003	4.115639e-004	-3.624171e-003
2.669465990405542e-003	4.920817e-004	-4.333142e-003
2.695167643155263e-003	5.319116e-004	-4.683891e-003
2.713972882908213e-003	5.516990e-004	-4.858108e-003
2.729862923834783e-003	5.619443e-004	-4.948161e-003
2.745138078190169e-003	5.660373e-004	-4.984075e-003
2.763192438650562e-003	5.635565e-004	-4.962212e-003
2.786472003452080e-003	5.482570e-004	-4.827539e-003
2.824187994485110e-003	4.962902e-004	-4.370102e-003
2.884131865712623e-003	3.595491e-004	-3.166145e-003
2.973781136173322e-003	8.619389e-005	-7.587703e-004
3.074069019962696e-003	-2.428028e-004	2.139269e-003
3.132535339954836e-003	-4.113083e-004	3.623971e-003
3.169459921743049e-003	-4.917735e-004	4.333045e-003
3.195163282121737e-003	-5.315813e-004	4.683842e-003
3.213969640692900e-003	-5.513602e-004	4.858085e-003
3.229858891825239e-003	-5.615919e-004	4.948143e-003
3.245137178521737e-003	-5.656629e-004	4.984071e-003
3.263192103996690e-003	-5.631698e-004	4.962213e-003
3.286471459250909e-003	-5.478894e-004	4.827544e-003
3.324187117291085e-003	-4.959849e-004	4.370115e-003
3.384130496162979e-003	-3.593595e-004	3.166178e-003
3.473779194040792e-003	-8.610808e-005	7.588264e-004
3.574067780591635e-003	2.429263e-004	-2.139234e-003
3.632534604145301e-003	4.115301e-004	-3.623955e-003
3.669459427340816e-003	4.920633e-004	-4.333037e-003
3.695162926838544e-003	5.319032e-004	-4.683838e-003
3.713969376557889e-003	5.516958e-004	-4.858083e-003
3.729858563347446e-003	5.619251e-004	-4.948142e-003
3.745137105228127e-003	5.660028e-004	-4.984070e-003
3.763192076733319e-003	5.635280e-004	-4.962213e-003
3.786471414916269e-003	5.482381e-004	-4.827544e-003
3.824187045828381e-003	4.962801e-004	-4.370117e-003
3.884130384589289e-003	3.595498e-004	-3.166180e-003
3.973779035820002e-003	8.619164e-005	-7.588310e-004
4.074067679622636e-003	-2.428068e-004	2.139232e-003
4.132534544200494e-003	-4.113147e-004	3.623954e-003
4.169459387062971e-003	-4.917820e-004	4.333036e-003
4.195162897894428e-003	-5.315838e-004	4.683838e-003
4.213969355039413e-003	-5.513584e-004	4.858083e-003
4.229858536587107e-003	-5.615910e-004	4.948142e-003
4.245137099257063e-003	-5.656636e-004	4.984070e-003
4.263192074512234e-003	-5.631641e-004	4.962213e-003
4.286471411304427e-003	-5.478740e-004	4.827544e-003
4.324187040006478e-003	-4.959750e-004	4.370117e-003
4.384130375499635e-003	-3.593580e-004	3.166181e-003
4.473779022930113e-003	-8.610420e-005	7.588313e-004
4.574067671396918e-003	2.429276e-004	-2.139231e-003
4.632534539316925e-003	4.115300e-004	-3.623954e-003
4.669459383781626e-003	4.920535e-004	-4.333036e-003
4.695162895536416e-003	5.318866e-004	-4.683838e-003
4.713969353286351e-003	5.516883e-004	-4.858083e-003
4.729858534407004e-003	5.619250e-004	-4.948142e-003
4.745137098770616e-003	5.660035e-004	-4.984070e-003
4.763192074331288e-003	5.635297e-004	-4.962213e-003
4.786471411010180e-003	5.482387e-004	-4.827544e-003
4.824187039532181e-003	4.962825e-004	-4.370117e-003
4.884130374759123e-003	3.595594e-004	-3.166181e-003
4.973779021880005e-003	8.620242e-005	-7.588313e-004
5.074067670726788e-003	-2.428011e-004	2.139231e-003
5.132534538919073e-003	-4.113182e-004	3.623954e-003
5.169459383514302e-003	-4.917902e-004	4.333036e-003
5.195162895344314e-003	-5.315978e-004	4.683838e-003
5.213969353143533e-003	-5.513667e-004	4.858083e-003
5.229858534229396e-003	-5.615986e-004	4.948142e-003
5.245137098730985e-003	-5.656875e-004	4.984070e-003
5.263192074316546e-003	-5.631841e-004	4.962213e-003
5.286471410986207e-003	-5.478752e-004	4.827544e-003
5.324187039493540e-003	-4.959760e-004	4.370117e-003
5.384130374698792e-003	-3.593602e-004	3.166181e-003
5.473779021794452e-003	-8.610813e-005	7.588313e-004
5.574067670672192e-003	2.429265e-004	-2.139231e-003
5.632534538886660e-003	4.115408e-004	-3.623954e-003
5.669459383492524e-003	4.920707e-004	-4.333036e-003
5.695162895328664e-003	5.318948e-004	-4.683838e-003
5.713969353131898e-003	5.516980e-004	-4.858083e-003
5.729858534214927e-003	5.619407e-004	-4.948142e-003
5.745137098727757e-003	5.660115e-004	-4.984070e-003
5.763192074315345e-003	5.635369e-004	-4.962213e-003
5.786471410984254e-003	5.482521e-004	-4.827544e-003
5.824187039490393e-003	4.962811e-004	-4.370117e-003
5.884130374693879e-003	3.595445e-004	-3.166181e-003
5.973779021787484e-003	8.619370e-005	-7.588313e-004
6.074067670667746e-003	-2.428027e-004	2.139231e-003
6.132534538884020e-003	-4.113131e-004	3.623954e-003
6.169459383490750e-003	-4.917820e-004	4.333036e-003
6.195162895327388e-003	-5.315944e-004	4.683838e-003
6.213969353130950e-003	-5.513765e-004	4.858083e-003
6.229858534213748e-003	-5.615997e-004	4.948142e-003
6.245137098727494e-003	-5.656636e-004	4.984070e-003
6.263192074315247e-003	-5.631714e-004	4.962213e-003
6.286471410984095e-003	-5.478907e-004	4.827544e-003
6.324187039490136e-003	-4.959857e-004	4.370117e-003
6.384130374693479e-003	-3.593602e-004	3.166181e-003
6.473779021786917e-003	-8.610626e-005	7.588313e-004
6.574067670667383e-003	2.429306e-004	-2.139231e-003
6.632534538883804e-003	4.115373e-004	-3.623954e-003
6.669459383490605e-003	4.920723e-004	-4.333036e-003
6.695162895327285e-003	5.319164e-004	-4.683838e-003
6.713969353130873e-003	5.517203e-004	-4.858083e-003
6.729858534213651e-003	5.619648e-004	-4.948142e-003
6.745137098727472e-003	5.660368e-004	-4.984070e-003
6.763192074315240e-003	5.635389e-004	-4.962213e-003
6.786471410984083e-003	5.482455e-004	-4.827544e-003
6.824187039490116e-003	4.962903e-004	-4.370117e-003
6.884130374693448e-003	3.595497e-004	-3.166181e-003
6.973779021786873e-003	8.619371e-005	-7.588313e-004
7.074067670667356e-003	-2.428027e-004	2.139231e-003
7.132534538883789e-003	-4.113076e-004	3.623954e-003
7.169459383490596e-003	-4.917730e-004	4.333036e-003
7.195162895327278e-003	-5.315810e-004	4.683838e-003
7.213969353130868e-003	-5.513502e-004	4.858083e-003
7.229858534213645e-003	-5.615737e-004	4.948142e-003
7.245137098727472e-003	-5.656622e-004	4.984070e-003
7.263192074315239e-003	-5.631894e-004	4.962213e-003
7.286471410984080e-003	-5.479049e-004	4.827544e-003
7.324187039490111e-003	-4.959940e-004	4.370117e-003
7.384130374693440e-003	-3.593634e-004	3.166181e-003
7.473779021786861e-003	-8.610429e-005	7.588313e-004
7.574067670667348e-003	2.429276e-004	-2.139231e-003
7.632534538883782e-003	4.115300e-004	-3.623954e-003
7.669459383490591e-003	4.920632e-004	-4.333036e-003
7.695162895327275e-003	5.319136e-004	-4.683838e-003
7.713969353130865e-003	5.517220e-004	-4.858083e-003
7.729858534213640e-003	5.619486e-004	-4.948142e-003
7.745137098727471e-003	5.660115e-004	-4.984070e-003
7.763192074315239e-003	5.635297e-004	-4.962213e-003
7.786471410984081e-003	5.482388e-004	-4.827544e-003
7.824187039490112e-003	4.962793e-004	-4.370117e-003
7.884130374693443e-003	3.595494e-004	-3.166181e-003
