time	V(ainp)	V(ainter1)	V(binp)	V(binter1)	V(inter1)	V(vdd)	V(xorout)	V(n002)	V(n003)	V(n004)	V(n005)
8.052774329985682e-007	4.026387164992840e+000	5.000009469659334e+000	5.000000000000000e+000	4.999999092338827e+000	1.358262851131251e-002	5.000000000000000e+000	9.114466618883894e-007	5.967676793101534e-003	4.002720494473856e-006	-1.338539231973641e-007	8.921468061735046e-008
8.147640401414256e-007	4.073820200707128e+000	5.000009614525717e+000	5.000000000000000e+000	4.999999195727774e+000	1.104792803888752e-002	5.000000000000000e+000	8.968483984851248e-007	4.884396724607755e-003	3.967220454751334e-006	-1.200873807412166e-007	8.614471461377912e-008
8.242506472842830e-007	4.121253236421415e+000	5.000009761479090e+000	5.000000000000000e+000	4.999999296742375e+000	8.779578312920117e-003	5.000000000000000e+000	8.819767617292809e-007	3.909630769012254e-003	3.932199289149441e-006	-1.065733784516841e-007	8.293058590257308e-008
8.337372544271404e-007	4.168686272135703e+000	5.000009910519450e+000	5.000000000000000e+000	4.999999395382629e+000	6.777579333410309e-003	5.000000000000000e+000	8.668317516208577e-007	3.043378926315028e-003	3.897656997668176e-006	-9.331191632876673e-008	7.957229448373234e-008
8.432238615699978e-007	4.216119307849990e+000	5.000010061646800e+000	5.000000000000000e+000	4.999999491648535e+000	5.041931100358091e-003	5.000000000000000e+000	8.514133681598553e-007	2.285641196516078e-003	3.863593580307538e-006	-8.030299437246451e-008	7.606984035725692e-008
8.527104687128551e-007	4.263552343564276e+000	5.000010214861138e+000	5.000000000000000e+000	4.999999585540094e+000	3.572633613763476e-003	5.000000000000000e+000	8.357216113462736e-007	1.636417579615413e-003	3.830009037067530e-006	-6.754661258277754e-008	7.242322352314685e-008
8.621970758557125e-007	4.310985379278563e+000	5.000010370162466e+000	5.000000000000000e+000	4.999999677057305e+000	2.369686873626434e-003	5.000000000000000e+000	8.197564811801125e-007	1.095708075613016e-003	3.796903367948150e-006	-5.504277095970555e-008	6.863244398140203e-008
8.716836829985698e-007	4.358418414992848e+000	5.000010527550781e+000	5.000000000000000e+000	4.999999766200170e+000	1.433090879946974e-003	5.000000000000000e+000	8.035179776613721e-007	6.635126845088990e-004	3.764276572949398e-006	-4.279146950324865e-008	6.469750173202253e-008
8.736368079985699e-007	4.368184039992848e+000	5.000010562664848e+000	5.000000000000000e+000	4.999999785270113e+000	1.267993642005846e-003	5.000000000000000e+000	8.058592435040285e-007	5.880716100095870e-004	3.758045399731582e-006	-4.063923701074293e-008	6.677541783726244e-008
8.755899329985699e-007	4.377949664992848e+000	5.000010593621099e+000	5.000000000000000e+000	4.999999802628788e+000	1.113308410788105e-003	5.000000000000000e+000	7.976136873627266e-007	5.172419790784380e-004	3.751051386183684e-006	-3.784509114177306e-008	6.347282443641255e-008
8.775430579985700e-007	4.387715289992850e+000	5.000010628970406e+000	5.000000000000000e+000	4.999999821531826e+000	9.689874926810949e-004	5.000000000000000e+000	7.999420062912259e-007	4.510216796277423e-004	3.744852530175534e-006	-3.571357737226246e-008	6.554021488703156e-008
8.794961829985700e-007	4.397480914992850e+000	5.000010660185991e+000	5.000000000000000e+000	4.999999838751920e+000	8.349920794682858e-004	5.000000000000000e+000	7.917555550865808e-007	3.894134063235320e-004	3.737912466855541e-006	-3.293933253643877e-008	6.226962146138821e-008
8.814493079985701e-007	4.407246539992850e+000	5.000010695776682e+000	5.000000000000000e+000	4.999999857492856e+000	7.112755718547276e-004	5.000000000000000e+000	7.940710072995745e-007	3.324151049699277e-004	3.731746077158897e-006	-3.082808810261721e-008	6.432647220748142e-008
8.834024329985701e-007	4.417012164992850e+000	5.000010727256500e+000	5.000000000000000e+000	4.999999874576558e+000	5.977997963827961e-004	5.000000000000000e+000	7.859432015421518e-007	2.800293257496436e-004	3.724859295080018e-006	-2.807352250553476e-008	6.108753471118075e-008
8.853555579985702e-007	4.426777789992852e+000	5.000010763094704e+000	5.000000000000000e+000	4.999999893159981e+000	4.945192127845596e-004	5.000000000000000e+000	7.882458817019822e-007	2.322540688629235e-004	3.718725496604870e-006	-2.598211307786865e-008	6.313384179194078e-008
8.873086829985702e-007	4.436543414992852e+000	5.000010794843764e+000	5.000000000000000e+000	4.999999910109505e+000	4.013962682202985e-004	5.000000000000000e+000	7.801762629232323e-007	1.890917444210861e-004	3.711891338888988e-006	-2.324700900509046e-008	5.992621577774720e-008
8.892618079985703e-007	4.446309039992851e+000	5.000010830935574e+000	5.000000000000000e+000	4.999999928539796e+000	3.183864475575088e-004	5.000000000000000e+000	7.824662782783109e-007	1.505404036940550e-004	3.705790233823771e-006	-2.117501486549329e-008	6.196198422609486e-008
8.912149329985703e-007	4.456074664992853e+000	5.000010862958969e+000	5.000000000000000e+000	4.999999945357367e+000	2.454528047423632e-004	5.000000000000000e+000	7.744543892658409e-007	1.166023209423859e-004	3.699008055324887e-006	-1.845915879780105e-008	5.878532532158315e-008
8.931680579985704e-007	4.465840289992851e+000	5.000010899310485e+000	5.000000000000000e+000	4.999999963638735e+000	1.825518172181330e-004	5.000000000000000e+000	7.767318579584258e-007	8.727559533927738e-005	3.692939724523997e-006	-1.640617373936470e-008	6.081056825809911e-008
8.951211829985704e-007	4.475605914992852e+000	5.000010931613421e+000	5.000000000000000e+000	4.999999980326598e+000	1.296471321906995e-004	5.000000000000000e+000	7.687772428472892e-007	6.256236933382779e-005	3.686208891476462e-006	-1.370935574368786e-008	5.766453251601330e-008
8.970743079985705e-007	4.485371539992852e+000	5.000010968230740e+000	5.000000000000000e+000	4.999999998463063e+000	8.669618839071171e-005	5.000000000000000e+000	7.710422924051431e-007	4.246078698754048e-005	3.680173395762916e-006	-1.167498694414944e-008	5.967927021657956e-008
8.990274329985705e-007	4.495137164992852e+000	5.000011000818503e+000	5.000000000000000e+000	5.000000015023465e+000	5.366321305498058e-005	5.000000000000000e+000	7.631444969083412e-007	2.697286280568551e-005	3.673493285449404e-006	-8.997001057542192e-009	5.656351450769473e-008
9.009805579985706e-007	4.504902789992852e+000	5.000011037707701e+000	5.000000000000000e+000	5.000000033018884e+000	3.050657616323477e-005	5.000000000000000e+000	7.653972628764681e-007	1.609678287405134e-005	3.667490666878375e-006	-6.980868667022934e-009	5.856777361712157e-008
9.029336829985706e-007	4.514668414992852e+000	5.000011015059123e+000	5.000000000000000e+000	5.000000049358729e+000	1.716489815896784e-005	5.000000000000000e+000	7.574742789306834e-007	9.822085568874078e-006	3.660847077165168e-006	-4.333674168762076e-009	5.540277483605163e-008
9.048868079985707e-007	4.524434039992853e+000	5.000010712121341e+000	5.000000000000000e+000	5.000000061623378e+000	1.203246008368224e-005	5.000000000000000e+000	7.593175074059166e-007	7.407462979939128e-006	3.654066636796703e-006	-3.062704142544042e-009	5.706598040866682e-008
9.157685044271424e-007	4.578842522135711e+000	5.000010947880652e+000	5.000000000000000e+000	5.000000060114360e+000	1.157536300078889e-005	5.000000000000000e+000	7.369489116514369e-007	7.217668273783621e-006	3.605871383257434e-006	-2.568490602099686e-009	5.424754181941251e-008
9.266502008557140e-007	4.633251004278569e+000	5.000011031767888e+000	5.000000000000000e+000	5.000000058394811e+000	1.121087865665049e-005	5.000000000000000e+000	7.156716193167729e-007	7.070953035438923e-006	3.558787157652995e-006	-2.126479660680961e-009	5.132434352579045e-008
9.375318972842858e-007	4.687659486421429e+000	5.000010963783046e+000	5.000000000000000e+000	5.000000056464730e+000	1.093900705126701e-005	5.000000000000000e+000	6.954856304019239e-007	6.967317264905033e-006	3.512813959983387e-006	-1.736671318287857e-009	4.829638552780054e-008
9.484135937128574e-007	4.742067968564286e+000	5.000010743926128e+000	5.000000000000000e+000	5.000000054324116e+000	1.075974818463847e-005	5.000000000000000e+000	6.763909449068906e-007	6.906760962181950e-006	3.467951790248609e-006	-1.399065574920384e-009	4.516366782544289e-008
9.592952901414292e-007	4.796476450707147e+000	5.000010372197135e+000	5.000000000000000e+000	5.000000051972972e+000	1.067310205676485e-005	5.000000000000000e+000	6.583875628316721e-007	6.889284127269675e-006	3.424200648448661e-006	-1.113662430578531e-009	4.192619041871738e-008
9.701769865700009e-007	4.850884932850005e+000	5.000009848596067e+000	5.000000000000000e+000	5.000000049411296e+000	1.067906866764617e-005	5.000000000000000e+000	6.414754841762694e-007	6.914886760168209e-006	3.381560534583544e-006	-8.804618852623090e-010	3.858395330762413e-008
9.810586829985725e-007	4.905293414992863e+000	5.000009173122921e+000	5.000000000000000e+000	5.000000046639087e+000	1.077764801728242e-005	5.000000000000000e+000	6.256547089406820e-007	6.983568860877550e-006	3.340031448653257e-006	-6.994639389717137e-010	3.513695649216310e-008
9.849649329985726e-007	4.924824664992864e+000	5.000003395988719e+000	5.000000000000000e+000	5.000000045843491e+000	1.076143691166936e-005	5.000000000000000e+000	6.221881288595316e-007	6.983775207430668e-006	3.325368512555730e-006	-6.278057676316600e-010	3.494471263336451e-008
9.980468749999999e-007	4.990234375000001e+000	5.000003286841949e+000	5.000000000000000e+000	5.000000159460111e+000	1.072941567829139e-005	5.000000000000000e+000	1.089020976507982e-006	7.002209495104300e-006	3.280314841192650e-006	-3.108692258821377e-008	2.596708438273865e-007
1.000000000000000e-006	5.000000000000000e+000	5.000394658191671e+000	5.000000000000000e+000	5.000109067413819e+000	8.649917726910594e-005	5.000000000000000e+000	1.109737085488671e-003	3.685128343471067e-005	3.183257700477282e-005	-2.287545047036099e-005	1.342904488935148e-004
1.000195312500000e-006	5.000000000000000e+000	5.000131468533368e+000	5.000000000000000e+000	5.000036686480891e+000	2.905294945487746e-005	5.000000000000000e+000	3.724104030223829e-004	1.243109523949015e-005	1.062484543825140e-005	-7.746026553082097e-006	4.563950530694916e-005
1.000585937500000e-006	5.000000000000000e+000	4.999999854598457e+000	5.000000000000000e+000	4.999999972519847e+000	2.527801040881628e-008	5.000000000000000e+000	5.693069968789146e-008	1.340171845774194e-008	3.306813021462413e-009	1.836252240682220e-009	3.109680897881589e-008
1.110351562500003e-006	5.000000000000000e+000	4.999999975548230e+000	5.000000000000000e+000	4.999999974733251e+000	1.546736985713615e-008	5.000000000000000e+000	1.466424013077757e-008	7.722605590528229e-009	3.875460406619636e-009	3.845386322448466e-009	7.500714791786259e-009
1.696289062500017e-006	5.000000000000000e+000	4.999999974833109e+000	5.000000000000000e+000	4.999999974424876e+000	1.549837362179590e-008	5.000000000000000e+000	1.515520073641425e-008	7.749909484890404e-009	3.871540616093539e-009	3.875536504272210e-009	7.701329280065726e-009
1.999023437500014e-006	5.000000000000000e+000	4.999999973622155e+000	5.000000000000000e+000	4.999999974004258e+000	1.529584101290967e-008	5.000000000000000e+000	1.297772767747126e-008	7.622661656811876e-009	3.831646973246551e-009	3.970774848431085e-009	7.058029261309038e-009
2.000000000000000e-006	5.000000000000001e+000	4.999999972613867e+000	5.000000000000001e+000	4.999999973655497e+000	1.508495575111221e-008	5.000000000000001e+000	1.070869244832304e-008	7.488318048171322e-009	3.792471696506491e-009	4.061130996069164e-009	6.373692397157571e-009
