time	V(ainp)	V(ainter1)	V(binp)	V(binter1)	V(inter1)	V(vdd)	V(xorout)	V(n002)	V(n003)	V(n004)	V(n005)
3.248256249897701e-007	1.624128124948850e+000	3.443043024325442e+000	5.000000000000000e+000	1.737458219344932e-001	2.939839893233132e+000	5.000000000000000e+000	5.000030816329740e+000	1.516785031784754e-001	1.361445370859878e+000	5.983343705065725e-002	3.336871309720715e+000
3.267787499897701e-007	1.633893749948850e+000	3.456587109711544e+000	5.000000000000000e+000	1.893061950050941e-001	2.884219259006050e+000	5.000000000000000e+000	5.000036385885038e+000	1.532814210243551e-001	1.304396937077213e+000	6.404223682278598e-002	3.350845803306215e+000
3.287318749897700e-007	1.643659374948850e+000	3.472625252651394e+000	5.000000000000000e+000	2.068496378102553e-001	2.825668196348613e+000	5.000000000000000e+000	5.000042152083649e+000	1.548428327841133e-001	1.244939550903855e+000	6.861658364803513e-002	3.367204627962599e+000
3.306849999897700e-007	1.653424999948850e+000	3.492748643764856e+000	5.000000000000000e+000	2.268173465684220e-001	2.763748045371212e+000	5.000000000000000e+000	5.000053568549676e+000	1.563555446108771e-001	1.183140155638716e+000	7.361251637820743e-002	3.387292119289995e+000
3.326381249897700e-007	1.663190624948850e+000	3.522207693553415e+000	5.000000000000000e+000	2.498173691198966e-001	2.697891724174067e+000	5.000000000000000e+000	5.000077031226811e+000	1.578103931971081e-001	1.120037902512173e+000	7.910177222117598e-002	3.415362187780206e+000
3.345912499897700e-007	1.672956249948850e+000	3.566070104496351e+000	5.000000000000000e+000	2.767379273144641e-001	2.627278468522546e+000	5.000000000000000e+000	5.000106943394686e+000	1.591945360896135e-001	1.056562093412012e+000	8.518361698320742e-002	3.455585381641289e+000
3.365443749897700e-007	1.682721874948850e+000	3.624982006799197e+000	5.000000000000000e+000	3.089178470097487e-001	2.550758167682508e+000	5.000000000000000e+000	5.000137029282373e+000	1.604902202414261e-001	9.922669257079733e-001	9.199565180954705e-002	3.508756482732618e+000
3.384974999897700e-007	1.692487499948850e+000	3.697786834616307e+000	5.000000000000000e+000	3.485179108975522e-001	2.466679898311970e+000	5.000000000000000e+000	5.000170409603799e+000	1.616721434981547e-001	9.258566852983226e-001	9.973481838957232e-002	3.574430958279097e+000
3.404506249897700e-007	1.702253124948850e+000	3.784610916717128e+000	5.000000000000000e+000	3.994006911730494e-001	2.372435446075418e+000	5.000000000000000e+000	5.000212770532306e+000	1.627008173894664e-001	8.556412923493877e-001	1.087057890597079e-001	3.653537085257797e+000
3.424037499897700e-007	1.712018749948850e+000	3.886399276073334e+000	5.000000000000000e+000	4.690792720518999e-001	2.263963155347540e+000	5.000000000000000e+000	4.999210966580854e+000	1.635147175976691e-001	7.792972052607876e-001	1.193504932811327e-001	3.647282995238971e+000
3.443568749897700e-007	1.721784374948850e+000	4.002080848391664e+000	5.000000000000000e+000	5.659952734638125e-001	2.140821342551977e+000	5.000000000000000e+000	4.987139081149009e+000	1.641010592474127e-001	6.968896637432565e-001	1.317747900847230e-001	3.502813689578385e+000
3.458159508629871e-007	1.729079754314935e+000	4.092416528973171e+000	5.000000000000000e+000	6.656631892586873e-001	2.042984175837905e+000	5.000000000000000e+000	4.950683827211353e+000	1.644336209883994e-001	6.342517249860293e-001	1.418100532772670e-001	3.409641921959949e+000
3.473614462187756e-007	1.736807231093878e+000	4.184210028060392e+000	5.000000000000000e+000	8.282639437819199e-001	1.939002846439880e+000	5.000000000000000e+000	4.800815298153069e+000	1.647507272271457e-001	5.704361401816431e-001	1.521486043077631e-001	3.320456739379132e+000
3.493145712187756e-007	1.746572856093878e+000	4.289817051509546e+000	5.000000000000000e+000	1.196718123722235e+000	1.810374117328447e+000	5.000000000000000e+000	4.100225566408085e+000	1.651582870326311e-001	4.941016506958693e-001	1.626486269347994e-001	2.981855519806402e+000
3.500337904363431e-007	1.750168952181716e+000	4.302704259411165e+000	5.000000000000000e+000	1.489500863565155e+000	1.762954455195690e+000	5.000000000000000e+000	2.865022728645727e+000	1.652982416874530e-001	4.662807644576841e-001	1.634148644803240e-001	2.195601357876058e+000
3.503579946331442e-007	1.751789973165721e+000	4.313670991732685e+000	5.000000000000000e+000	1.707092166027735e+000	1.743429911617643e+000	5.000000000000000e+000	1.569879363809605e+000	1.653840494304633e-001	4.550909949332915e-001	1.629386772678638e-001	1.216602134352797e+000
3.505166928682045e-007	1.752583464341022e+000	4.336310386371636e+000	5.000000000000000e+000	1.835703706048662e+000	1.734919730014486e+000	5.000000000000000e+000	1.001305014924810e+000	1.654412578409776e-001	4.506315574682951e-001	1.628419014867315e-001	7.530332247656588e-001
3.507001334979215e-007	1.753500667489607e+000	4.357901194717098e+000	5.000000000000000e+000	2.001980563378538e+000	1.723137018331698e+000	5.000000000000000e+000	7.141052992108143e-001	1.654790390340741e-001	4.443392826447496e-001	1.624661750444777e-001	5.131260181903485e-001
3.508328325928821e-007	1.754164162964411e+000	4.366436333654196e+000	5.000000000000000e+000	2.129811100050347e+000	1.714114212555462e+000	5.000000000000000e+000	5.860462923001819e-001	1.654985335916015e-001	4.393573650700606e-001	1.621552564138599e-001	4.098255739026797e-001
3.509774202229186e-007	1.754887101114593e+000	4.377504352477420e+000	5.000000000000000e+000	2.262397688486999e+000	1.704375530059657e+000	5.000000000000000e+000	4.849577171721364e-001	1.655211885075009e-001	4.340622298687062e-001	1.616895415633173e-001	3.310519643187462e-001
3.511975561212469e-007	1.755987780606234e+000	4.391165510748291e+000	5.000000000000000e+000	2.440901817320679e+000	1.688347006268494e+000	5.000000000000000e+000	3.800414450747809e-001	1.655374103754352e-001	4.253110392770427e-001	1.603347585643142e-001	2.518934761657619e-001
3.514200841243338e-007	1.757100420621669e+000	4.405200979176058e+000	5.000000000000000e+000	2.590566850959675e+000	1.672192425115259e+000	5.000000000000000e+000	3.069740743735991e-001	1.655539227534822e-001	4.165481256855550e-001	1.585158990618329e-001	1.984279215791673e-001
3.516480550846103e-007	1.758240275423051e+000	4.418469111984301e+000	5.000000000000000e+000	2.714031670142390e+000	1.655866504466353e+000	5.000000000000000e+000	2.578875444766453e-001	1.655732701921340e-001	4.077401032508998e-001	1.562733471835864e-001	1.636973191779489e-001
3.520022778109692e-007	1.760011389054846e+000	4.438050724663597e+000	5.000000000000000e+000	2.869280925144381e+000	1.631297101990615e+000	5.000000000000000e+000	2.067670548746534e-001	1.656131246345323e-001	3.946134266095136e-001	1.524604750262073e-001	1.286551735853223e-001
3.527107232636872e-007	1.763553616318436e+000	4.475084652556422e+000	5.000000000000000e+000	3.122920063608490e+000	1.583160334211559e+000	5.000000000000000e+000	1.398838317704865e-001	1.657030508717901e-001	3.692626546798667e-001	1.443006713583781e-001	8.442598124949541e-002
3.534545808944373e-007	1.767272904472186e+000	4.512149817931114e+000	5.000000000000000e+000	3.338538578354687e+000	1.533414165614371e+000	5.000000000000000e+000	9.622323741527694e-002	1.658013567074201e-001	3.437012300329219e-001	1.353419887548686e-001	5.664019744496862e-002
3.549422961559377e-007	1.774711480779689e+000	4.582390317433594e+000	5.000000000000000e+000	3.683661005014614e+000	1.435128612301185e+000	5.000000000000000e+000	4.755400564480183e-002	1.659939993226544e-001	2.949666981619181e-001	1.170253141997284e-001	2.714121469452513e-002
3.564609329555446e-007	1.782304664777723e+000	4.647955202474654e+000	5.000000000000000e+000	3.964692428787380e+000	1.338940059243804e+000	5.000000000000000e+000	2.043200693770286e-002	1.661262437397815e-001	2.492762381413005e-001	9.909336106909938e-002	1.132344325472778e-002
3.580118079985605e-007	1.790059039992803e+000	4.701095345458430e+000	5.000000000000000e+000	4.167701872942057e+000	1.256691562326214e+000	5.000000000000000e+000	8.257906354523836e-003	1.660371190323470e-001	2.119787163942810e-001	8.407862041386460e-002	4.498865137575914e-003
3.599649329985605e-007	1.799824664992803e+000	4.746216021017578e+000	5.000000000000000e+000	4.326462352570882e+000	1.182626468181146e+000	5.000000000000000e+000	2.611955648540165e-003	1.655938807205813e-001	1.798166015691773e-001	7.103444025362848e-002	1.410226056779429e-003
3.619180579985605e-007	1.809590289992803e+000	4.776733164891498e+000	5.000000000000000e+000	4.427416702433595e+000	1.129455867725237e+000	5.000000000000000e+000	7.508822709203222e-004	1.649629732572521e-001	1.576454905047000e-001	6.206018226569476e-002	4.132624971399379e-004
3.638711829985605e-007	1.819355914992802e+000	4.800096427901151e+000	5.000000000000000e+000	4.501201113963012e+000	1.086758411755780e+000	5.000000000000000e+000	1.730727748613138e-004	1.642301683627577e-001	1.405024955112610e-001	5.514705501460382e-002	1.049949350349928e-004
3.658243079985605e-007	1.829121539992803e+000	4.819336676517890e+000	5.000000000000000e+000	4.559780065330921e+000	1.050212697197524e+000	5.000000000000000e+000	5.090055224862573e-005	1.634337789512036e-001	1.263317716917531e-001	4.945515229749498e-002	3.863143354199171e-005
3.677774329985605e-007	1.838887164992803e+000	4.835728123904808e+000	5.000000000000000e+000	4.608116595135348e+000	1.017963041543460e+000	5.000000000000000e+000	3.822488642046731e-005	1.625936622740718e-001	1.142435449499057e-001	4.461844151368444e-002	2.978292887189640e-005
3.697305579985605e-007	1.848652789992803e+000	4.850031938078744e+000	5.000000000000000e+000	4.649107606219361e+000	9.888993986487646e-001	5.000000000000000e+000	3.412853123096853e-005	1.617204883010483e-001	1.037056267519700e-001	4.041775561262273e-002	2.627103468332958e-005
3.716836829985605e-007	1.858418414992803e+000	4.862697718593234e+000	5.000000000000000e+000	4.684459208071051e+000	9.623514907674382e-001	5.000000000000000e+000	2.899454445935354e-005	1.608220936474137e-001	9.439398802770094e-002	3.671896722217916e-002	2.232564033988844e-005
3.736368079985605e-007	1.868184039992802e+000	4.874050561349016e+000	5.000000000000000e+000	4.715377712652966e+000	9.378363984463674e-001	5.000000000000000e+000	2.643920824866447e-005	1.599032488084698e-001	8.607570184848434e-002	3.342584721836650e-002	2.013963964654251e-005
3.755899329985605e-007	1.877949664992802e+000	4.884308858172618e+000	5.000000000000000e+000	4.742675194560341e+000	9.150223043429291e-001	5.000000000000000e+000	2.303561846376395e-005	1.589680520859983e-001	7.858920114034085e-002	3.047132189650764e-002	1.754949192056825e-005
3.775430579985605e-007	1.887715289992802e+000	4.893645715040576e+000	5.000000000000000e+000	4.766980481108843e+000	8.936481005071326e-001	5.000000000000000e+000	2.127671573450615e-005	1.580191206076387e-001	7.180782937030772e-002	2.780303459547434e-002	1.604746709731476e-005
3.794961829985605e-007	1.897480914992802e+000	4.902185986053484e+000	5.000000000000000e+000	4.788749894944433e+000	8.735209925247922e-001	5.000000000000000e+000	1.883623449199044e-005	1.570589363551418e-001	6.563705912040674e-002	2.538171041450016e-002	1.420696966959885e-005
3.814493079985605e-007	1.907246539992802e+000	4.910035628211785e+000	5.000000000000000e+000	4.808356244891479e+000	8.544811375318528e-001	5.000000000000000e+000	1.754872137667155e-005	1.560891181452534e-001	5.999891923713818e-002	2.317515578771801e-002	1.310904924826961e-005
3.834024329985605e-007	1.917012164992802e+000	4.917271970171605e+000	5.000000000000000e+000	4.826083774552306e+000	8.364048448573209e-001	5.000000000000000e+000	1.569915184592742e-005	1.551113115719991e-001	5.483234061239251e-002	2.115801851823929e-002	1.172693975350276e-005
3.853555579985605e-007	1.926777789992802e+000	4.923963061190166e+000	5.000000000000000e+000	4.842172997995539e+000	8.191859815464775e-001	5.000000000000000e+000	1.471121767493205e-005	1.541266022460157e-001	5.008524254542723e-002	1.930885495889878e-002	1.088560885685076e-005
3.873086829985605e-007	1.936543414992803e+000	4.930162751248259e+000	5.000000000000000e+000	4.856813925841647e+000	8.027396398959477e-001	5.000000000000000e+000	1.325798925156177e-005	1.531361535848348e-001	4.571541398681911e-002	1.761017453971719e-002	9.808537785876417e-006
3.892618079985604e-007	1.946309039992802e+000	4.935919307918266e+000	5.000000000000000e+000	4.870171352799755e+000	7.869911509815619e-001	5.000000000000000e+000	1.247587769221932e-005	1.521407348599364e-001	4.168599754717040e-002	1.604685936847994e-002	9.143234516683719e-006
3.912149329985604e-007	1.956074664992802e+000	4.941271101818477e+000	5.000000000000000e+000	4.882379039606932e+000	7.718792743084801e-001	5.000000000000000e+000	1.130009146790238e-005	1.511412074937422e-001	3.796632600720473e-002	1.460624214304618e-002	8.278707208848142e-006
3.931680579985604e-007	1.965840289992802e+000	4.946252799338816e+000	5.000000000000000e+000	4.893555105788732e+000	7.573491613060686e-001	5.000000000000000e+000	1.066402918911821e-005	1.501381405920870e-001	3.452915516364108e-002	1.327720380627015e-002	7.738225505628249e-006
3.951211829985604e-007	1.975605914992802e+000	4.950892929044223e+000	5.000000000000000e+000	4.903797825188416e+000	7.433549469188923e-001	5.000000000000000e+000	9.691064066656534e-006	1.491321956768483e-001	3.135134267645545e-002	1.205022475329051e-002	7.028391213194612e-006
3.970743079985604e-007	1.985371539992802e+000	4.955217610545442e+000	5.000000000000000e+000	4.913197816241716e+000	7.298549719915508e-001	5.000000000000000e+000	9.165020000602084e-006	1.481238089057445e-001	2.841205984423267e-002	1.091685627942984e-002	6.581885298161680e-006
3.990274329985604e-007	1.995137164992802e+000	4.959248749666276e+000	5.000000000000000e+000	4.921824634953897e+000	7.168138168328455e-001	5.000000000000000e+000	8.340121442251564e-006	1.471134979211252e-001	2.569330319695684e-002	9.869726050584171e-003	5.983704963883046e-006
4.009805579985604e-007	2.004902789992802e+000	4.963006585792178e+000	5.000000000000000e+000	4.929743561161327e+000	7.041990028881722e-001	5.000000000000000e+000	7.895120286803906e-006	1.461016100504565e-001	2.317871519568882e-002	8.902240039869391e-003	5.606344478574152e-006
4.029336829985604e-007	2.014668414992802e+000	4.966508373580849e+000	5.000000000000000e+000	4.937014983181163e+000	6.919825397888686e-001	5.000000000000000e+000	7.191627926783194e-006	1.450885642262066e-001	2.085395033641269e-002	8.008563535976093e-003	5.100385499584689e-006
4.048868079985604e-007	2.024434039992802e+000	4.969770184553255e+000	5.000000000000000e+000	4.943691091536500e+000	6.801384960405286e-001	5.000000000000000e+000	6.810665114862814e-006	1.440746359038247e-001	1.870586370596572e-002	7.183438210511872e-003	4.777637806386344e-006
4.068399329985604e-007	2.034199664992802e+000	4.972805911504132e+000	5.000000000000000e+000	4.949817403536047e+000	6.686443117923626e-001	5.000000000000000e+000	6.200842511698904e-006	1.430601715442214e-001	1.672279105044666e-002	6.422148732107003e-003	4.342148907696673e-006
4.087930579985604e-007	2.043965289992802e+000	4.975628567093457e+000	5.000000000000000e+000	4.955435493017532e+000	6.574789162285528e-001	5.000000000000000e+000	5.870833801966107e-006	1.420453960417294e-001	1.489397460845210e-002	5.720426877857759e-003	4.062831454258839e-006
4.107461829985604e-007	2.053730914992802e+000	4.978249766602435e+000	5.000000000000000e+000	4.960582229481427e+000	6.466238131212005e-001	5.000000000000000e+000	6.071874802545795e-006	1.410305997635445e-001	1.320975650640349e-002	5.074382275176134e-003	4.120547128742412e-006
4.126993079985604e-007	2.063496539992802e+000	4.980680012765165e+000	5.000000000000000e+000	4.965291080185367e+000	6.360616101244214e-001	5.000000000000000e+000	6.521348808653620e-006	1.400159685582469e-001	1.166120115883518e-002	4.480515159890702e-003	4.314811640755202e-006
4.146524329985604e-007	2.073262164992802e+000	4.982928595978933e+000	5.000000000000000e+000	4.969591834475404e+000	6.257769259221031e-001	5.000000000000000e+000	6.036361496744927e-006	1.390017494253701e-001	1.024021935377162e-002	3.935616205739623e-003	3.962611196773030e-006
4.166055579985604e-007	2.083027789992802e+000	4.985004701570935e+000	5.000000000000000e+000	4.973512335187953e+000	6.157552157577912e-001	5.000000000000000e+000	5.768775403111690e-006	1.379880987070024e-001	8.939263884841620e-003	3.436733227160163e-003	3.727761763766785e-006
4.185586829985604e-007	2.092793414992801e+000	4.986916382082584e+000	5.000000000000000e+000	4.977077429295633e+000	6.059835258924322e-001	5.000000000000000e+000	5.338581006239344e-006	1.369752281884981e-001	7.751449172092972e-003	2.981147661683323e-003	3.416718696732887e-006
4.205118079985604e-007	2.102559039992801e+000	4.988671230095656e+000	5.000000000000000e+000	4.980310098265631e+000	5.964495498700559e-001	5.000000000000000e+000	5.102571706438151e-006	1.359632707706588e-001	6.670348854025177e-003	2.566380185008724e-003	3.208872225143769e-006
4.224649329985604e-007	2.112324664992802e+000	4.990276149157595e+000	5.000000000000000e+000	4.983231160611775e+000	5.871422628084315e-001	5.000000000000000e+000	4.717961452703912e-006	1.349524104300711e-001	5.690045020076057e-003	2.190114994161593e-003	2.931771099957828e-006
4.244180579985603e-007	2.122090289992802e+000	4.991737650465996e+000	5.000000000000000e+000	4.985859927842000e+000	5.780511453204689e-001	5.000000000000000e+000	4.508023382769101e-006	1.339427610808771e-001	4.805001787765578e-003	1.850238209251190e-003	2.746115877520880e-006
4.263711829985603e-007	2.131855914992802e+000	4.993061721391519e+000	5.000000000000000e+000	4.988214016953121e+000	5.691667250315733e-001	5.000000000000000e+000	4.161947994676604e-006	1.329344840291093e-001	4.010083571035300e-003	1.544758806061017e-003	2.497659042316339e-006
4.283243079985603e-007	2.141621539992802e+000	4.994254005947807e+000	5.000000000000000e+000	4.990309810100847e+000	5.604799291588769e-001	5.000000000000000e+000	3.973952698855567e-006	1.319276777481935e-001	3.300478497613224e-003	1.271858825135426e-003	2.330779821710393e-006
4.302774329985603e-007	2.151387164992802e+000	4.995319751394570e+000	5.000000000000000e+000	4.992162346417628e+000	5.519825507157357e-001	5.000000000000000e+000	3.660794791062339e-006	1.309224848339349e-001	2.671691731429018e-003	1.029812410749842e-003	2.106747635803835e-006
4.322305579985603e-007	2.161152789992802e+000	4.996263897973856e+000	5.000000000000000e+000	4.993785640920871e+000	5.436667019335046e-001	5.000000000000000e+000	3.491461119890967e-006	1.299189910552349e-001	2.119507365680159e-003	8.170440398767923e-004	1.955919859355235e-006
4.341836829985603e-007	2.170918414992802e+000	4.997091649162586e+000	5.000000000000000e+000	4.995192632584590e+000	5.355252201355909e-001	5.000000000000000e+000	3.207246318596892e-006	1.289173236807524e-001	1.639961642904128e-003	6.320467843363431e-004	1.753709643354017e-006
4.361368079985603e-007	2.180684039992802e+000	4.997806821883116e+000	5.000000000000000e+000	4.996395402872928e+000	5.275511946727551e-001	5.000000000000000e+000	3.052074666616122e-006	1.279175570806286e-001	1.229334470719906e-003	4.734457477443936e-004	1.615960254396131e-006
4.380899329985603e-007	2.190449664992801e+000	4.998413376152096e+000	5.000000000000000e+000	4.997405160041566e+000	5.197383342549269e-001	5.000000000000000e+000	2.791497828599776e-006	1.269198060523507e-001	8.841067265697167e-004	3.398954380513033e-004	1.431723872541207e-006
4.400430579985603e-007	2.200215289992801e+000	4.998915371449240e+000	5.000000000000000e+000	4.998232391060759e+000	5.120805490617877e-001	5.000000000000000e+000	2.649965620492821e-006	1.259241362240145e-001	6.009756471458821e-004	2.302097461142523e-004	1.306288471701351e-006
4.419961829985603e-007	2.209980914992801e+000	4.999316270953945e+000	5.000000000000000e+000	4.998887234522891e+000	5.045722753584281e-001	5.000000000000000e+000	2.411186976767742e-006	1.249306508817698e-001	3.767979591685899e-004	1.432318240591392e-004	1.137738291030104e-006
4.439493079985603e-007	2.219746539992801e+000	4.999619785847891e+000	5.000000000000000e+000	4.999378492590724e+000	4.972081146394325e-001	5.000000000000000e+000	2.282417070707983e-006	1.239394081092630e-001	2.086248675990249e-004	7.788262035903111e-005	1.022768068308002e-006
4.459024329985603e-007	2.229512164992801e+000	4.999829203678958e+000	5.000000000000000e+000	4.999714397917750e+000	4.899831204522160e-001	5.000000000000000e+000	2.062667447754341e-006	1.229505015538703e-001	9.363383016807239e-005	3.312585092136999e-005	8.678343507743328e-007
4.478555579985603e-007	2.239277789992801e+000	4.999948063551704e+000	5.000000000000000e+000	4.999903565927841e+000	4.828924851948215e-001	5.000000000000000e+000	1.946153273666394e-006	1.219639836551254e-001	2.903914998158164e-005	7.975673578497142e-006	7.631125481305165e-007
4.498086829985603e-007	2.249043414992801e+000	4.999993112080185e+000	5.000000000000000e+000	4.999975820395948e+000	4.759318285462841e-001	5.000000000000000e+000	1.766987703352100e-006	1.209799487267068e-001	4.865315212789195e-006	-1.564264592764542e-006	6.472062153649837e-007
4.517618079985603e-007	2.258809039992801e+000	5.000000867486870e+000	5.000000000000000e+000	4.999987138943570e+000	4.690968597598244e-001	5.000000000000000e+000	1.720869474992198e-006	1.199984470858055e-001	8.941863659757746e-007	-2.964830741491000e-006	6.154456167556605e-007
4.623644865699890e-007	2.311822432849945e+000	5.000001587104383e+000	5.000000000000000e+000	4.999988267787839e+000	4.347992937113230e-001	5.000000000000000e+000	1.674813027055031e-006	1.147040643893368e-001	1.462592799353401e-006	-2.713855599267054e-006	5.581989687275690e-007
4.729671651414177e-007	2.364835825707088e+000	5.000002240568139e+000	5.000000000000000e+000	4.999989295592432e+000	4.027056795623836e-001	5.000000000000000e+000	1.634439659825530e-006	1.095081223687245e-001	1.959641069901264e-006	-2.486098269043199e-006	5.077321947050162e-007
4.835698437128465e-007	2.417849218564232e+000	5.000002827878140e+000	5.000000000000000e+000	4.999990222357350e+000	3.728160173130060e-001	5.000000000000000e+000	1.599749373303693e-006	1.044106210239685e-001	2.385331177619366e-006	-2.281558750819435e-006	4.640452946880018e-007
4.941725222842752e-007	2.470862611421376e+000	5.000003349034384e+000	5.000000000000000e+000	4.999991048082592e+000	3.451303069631906e-001	5.000000000000000e+000	1.570742167489523e-006	9.941156035506904e-002	2.739663122507702e-006	-2.100237044595764e-006	4.271382686765266e-007
5.047752008557040e-007	2.523876004278520e+000	5.000003804036872e+000	5.000000000000000e+000	4.999991772768160e+000	3.196485485129370e-001	5.000000000000000e+000	1.547418042383017e-006	9.451094036202588e-002	3.022636904566279e-006	-1.942133150372182e-006	3.970111166705898e-007
5.153778794271328e-007	2.576889397135664e+000	5.000004192885603e+000	5.000000000000000e+000	4.999992396414053e+000	2.963707419622453e-001	5.000000000000000e+000	1.529776997984177e-006	8.970876104483910e-002	3.234252523795092e-006	-1.807247068148692e-006	3.736638386701917e-007
5.259805579985614e-007	2.629902789992807e+000	5.000004515580580e+000	5.000000000000000e+000	4.999992919020270e+000	2.752968873111158e-001	5.000000000000000e+000	1.517819034293003e-006	8.500502240350877e-002	3.374509980194141e-006	-1.695578797925295e-006	3.570964346753325e-007
5.298868079985615e-007	2.649434039992808e+000	5.000004637292225e+000	5.000000000000000e+000	4.999993108364727e+000	2.676690909583570e-001	5.000000000000000e+000	1.509286547359207e-006	8.330409477465342e-002	3.430925783326288e-006	-1.653275904010419e-006	3.491829861836798e-007
5.432796651414190e-007	2.716398325707095e+000	5.000005012234290e+000	5.000000000000000e+000	4.999993684335649e+000	2.433158990542118e-001	5.000000000000000e+000	1.476339402322245e-006	7.758089729417562e-002	3.581925240549552e-006	-1.522601271625358e-006	3.232650303631078e-007
5.566725222842765e-007	2.783362611421382e+000	5.000005362128260e+000	5.000000000000000e+000	4.999994216865868e+000	2.205362302399305e-001	5.000000000000000e+000	1.444168784508597e-006	7.205053228774402e-002	3.710797231140858e-006	-1.401486844332524e-006	2.996670693063078e-007
5.700653794271340e-007	2.850326897135670e+000	5.000005686974137e+000	5.000000000000000e+000	4.999994705955387e+000	1.993300845155132e-001	5.000000000000000e+000	1.412774693918263e-006	6.671299975535860e-002	3.817541755100206e-006	-1.289932622131916e-006	2.783891030132797e-007
5.834582365699915e-007	2.917291182849958e+000	5.000005986771920e+000	5.000000000000000e+000	4.999995151604202e+000	1.796974618809599e-001	5.000000000000000e+000	1.382157130551243e-006	6.156829969701939e-002	3.902158812427596e-006	-1.187938605023535e-006	2.594311314840237e-007
5.968510937128488e-007	2.984255468564244e+000	5.000006261521610e+000	5.000000000000000e+000	4.999995553812314e+000	1.616383623362707e-001	5.000000000000000e+000	1.352316094407538e-006	5.661643211272639e-002	3.964648403123030e-006	-1.095504793007381e-006	2.427931547185399e-007
6.102439508557064e-007	3.051219754278532e+000	5.000006511223205e+000	5.000000000000000e+000	4.999995912579725e+000	1.451527858814452e-001	5.000000000000000e+000	1.323251585487146e-006	5.185739700247952e-002	4.005010527186505e-006	-1.012631186083453e-006	2.284751727168278e-007
6.236368079985638e-007	3.118184039992819e+000	5.000006735876708e+000	5.000000000000000e+000	4.999996227906433e+000	1.302407325164840e-001	5.000000000000000e+000	1.294963603790068e-006	4.729119436627892e-002	4.023245184618023e-006	-9.393177842517524e-007	2.164771854788880e-007
6.375877008557070e-007	3.187938504278535e+000	5.000006966842073e+000	5.000000000000000e+000	4.999996537051866e+000	1.157479769362843e-001	5.000000000000000e+000	1.260253111760005e-006	4.275297217260203e-002	4.038300443691080e-006	-8.657016670426219e-007	2.015534244398100e-007
6.515385937128502e-007	3.257692968564251e+000	5.000007192538981e+000	5.000000000000000e+000	4.999996829003160e+000	1.022530080275879e-001	5.000000000000000e+000	1.226817651698541e-006	3.843991058121395e-002	4.047628177473902e-006	-7.960260910851564e-007	1.878180311804231e-007
6.654894865699935e-007	3.327447432849967e+000	5.000007412967433e+000	5.000000000000000e+000	4.999997103760315e+000	8.975582579039500e-002	5.000000000000000e+000	1.194657223605678e-006	3.435200959211466e-002	4.051228385966489e-006	-7.302910563793553e-007	1.752710057007272e-007
6.794403794271366e-007	3.397201897135683e+000	5.000007628127428e+000	5.000000000000000e+000	4.999997361323331e+000	7.825643022470559e-002	5.000000000000000e+000	1.163771827481414e-006	3.048926920530422e-002	4.049101069168841e-006	-6.684965629252194e-007	1.639123480007225e-007
6.933912722842798e-007	3.466956361421399e+000	5.000007838018966e+000	5.000000000000000e+000	4.999997601692207e+000	6.775482133051965e-002	5.000000000000000e+000	1.134161463325751e-006	2.685168942078259e-002	4.041246227080958e-006	-6.106426107227486e-007	1.537420580804089e-007
7.073421651414230e-007	3.536710825707115e+000	5.000008042642048e+000	5.000000000000000e+000	4.999997824866942e+000	5.825099910783715e-002	5.000000000000000e+000	1.105826131138687e-006	2.343927023854977e-002	4.027663859702842e-006	-5.567291997719425e-007	1.447601359397864e-007
7.212930579985662e-007	3.606465289992831e+000	5.000008241996672e+000	5.000000000000000e+000	4.999998030847540e+000	4.974496355665811e-002	5.000000000000000e+000	1.078765830920224e-006	2.025201165860577e-002	4.008353967034489e-006	-5.067563300728014e-007	1.369665815788550e-007
7.332908258557093e-007	3.666454129278547e+000	5.000008414479170e+000	5.000000000000000e+000	4.999998201024532e+000	4.300638723525798e-002	5.000000000000000e+000	1.053048538660804e-006	1.769645268325079e-002	4.012837864216729e-006	-4.487300545373462e-007	1.290086284680923e-007
7.452885937128525e-007	3.726442968564263e+000	5.000008587927630e+000	5.000000000000000e+000	4.999998365023065e+000	3.679198706645095e-002	5.000000000000000e+000	1.027936097676818e-006	1.531254027751394e-002	4.015558868406763e-006	-3.922886133767837e-007	1.214294263484646e-007
7.572863615699957e-007	3.786431807849979e+000	5.000008762342049e+000	5.000000000000000e+000	4.999998522843137e+000	3.110176305023699e-002	5.000000000000000e+000	1.003428507968265e-006	1.310027444139519e-002	4.016516979604593e-006	-3.374320065911138e-007	1.142289752199717e-007
7.692841294271388e-007	3.846420647135694e+000	5.000008937722431e+000	5.000000000000000e+000	4.999998674484750e+000	2.593571518661620e-002	5.000000000000000e+000	9.795257695351454e-007	1.105965517489459e-002	4.015712197810216e-006	-2.841602341803371e-007	1.074072750826140e-007
7.812818972842820e-007	3.906409486421409e+000	5.000009114068772e+000	5.000000000000000e+000	4.999998819947901e+000	2.129384347558852e-002	5.000000000000000e+000	9.562278823774597e-007	9.190682478012115e-003	4.013144523023635e-006	-2.324732961444533e-007	1.009643259363911e-007
7.932796651414251e-007	3.966398325707125e+000	5.000009291381073e+000	5.000000000000000e+000	4.999998959232594e+000	1.717614791715396e-002	5.000000000000000e+000	9.335348464952077e-007	7.493356350747760e-003	4.008813955244848e-006	-1.823711924834623e-007	9.490012778130332e-008
